iid,sub_class,model,n_turns,n_turns_extracted,tool_entropy_last10,n_tools_last10
kennethreitz__records.5941ab27.func_pm_ctrl_invert_if__d7itr43b,success,gpt-5-router,21,21,0.4689955935892812,10
kennethreitz__records.5941ab27.func_pm_ctrl_invert_if__2kgw7ifj,success,gpt-5-router,7,7,1.8423709931771084,7
kennethreitz__records.5941ab27.func_basic__i1gggdpd,locked,gpt-5-router,6,6,1.9182958340544893,6
kennethreitz__records.5941ab27.func_basic__nzn5kmth,locked,gpt-5-router,7,7,0.5916727785823275,7
kennethreitz__records.5941ab27.func_basic__499hv8uy,success,gpt-5-router,7,7,2.5216406363433186,7
keleshev__schema.24a30457.func_pm_remove_loop__o8xj9da1,success,gpt-5-router,26,26,1.8954618442383218,10
kennethreitz__records.5941ab27.combine_file__95trbjmz,locked,gpt-5-router,7,7,2.2359263506290326,7
kennethreitz__records.5941ab27.func_basic__fankxhc0,success,gpt-5-router,12,12,2.121928094887362,10
kennethreitz__records.5941ab27.combine_file__6me5ci4d,success,gpt-5-router,9,9,2.4193819456463714,9
keleshev__schema.24a30457.func_basic__vev5jdcq,success,gpt-5-router,9,9,2.197159723424149,9
keleshev__schema.24a30457.func_basic__lgfgdj4p,success,gpt-5-router,13,13,2.0464393446710156,10
keleshev__schema.24a30457.func_pm_ctrl_invert_if__gz4iiygu,success,gpt-5-router,9,9,2.113283334294875,9
keleshev__schema.24a30457.func_pm_remove_assign__sib4u0lc,wandering,gpt-5-router,13,13,0.7219280948873623,10
keleshev__schema.24a30457.pr_330,success,gpt-5-router,14,14,1.9609640474436814,10
keleshev__schema.24a30457.func_basic__y6pl4w6n,success,gpt-5-router,6,6,2.2516291673878226,6
keleshev__schema.24a30457.func_basic__hbbjfbnv,success,gpt-5-router,10,10,2.446439344671015,10
keleshev__schema.24a30457.func_basic__jhtkm0b5,success,gpt-5-router,6,6,2.2516291673878226,6
keleshev__schema.24a30457.func_basic__5wqrsdgj,locked,gpt-5-router,7,7,1.8423709931771084,7
keleshev__schema.24a30457.func_basic__5hkx4ybr,success,gpt-5-router,8,8,2.1556390622295662,8
kayak__pypika.1c9646f0.func_basic__ersf1a06,wandering,gpt-5-router,17,17,1.3567796494470397,10
kayak__pypika.1c9646f0.func_basic__x60kgv9m,success,gpt-5-router,8,8,1.4056390622295665,8
kayak__pypika.1c9646f0.lm_rewrite__6brymw1j,success,gpt-5-router,17,17,2.0464393446710156,10
kayak__pypika.1c9646f0.func_basic__a2beybt9,success,gpt-5-router,12,12,2.321928094887362,10
kayak__pypika.1c9646f0.lm_rewrite__ddk3242c,success,gpt-5-router,13,13,1.7609640474436812,10
kayak__pypika.1c9646f0.func_basic__ta64dxcp,locked,gpt-5-router,18,18,1.3609640474436813,10
kayak__pypika.1c9646f0.func_basic__bnx49j4h,success,gpt-5-router,9,9,2.725480556997868,9
kayak__pypika.1c9646f0.func_basic__8us2b17w,success,gpt-5-router,8,7,2.1280852788913944,7
kayak__pypika.1c9646f0.combine_module__fznu3e40,success,gpt-5-router,14,13,2.321928094887362,10
kayak__pypika.1c9646f0.func_basic__4zv0lzne,locked,gpt-5-router,9,9,2.197159723424149,9
kayak__pypika.1c9646f0.func_basic__00jnvt3b,success,gpt-5-router,12,12,1.7609640474436812,10
jsvine__pdfplumber.02ff4313.lm_rewrite__qpxvqz65,success,gpt-5-router,14,14,2.1609640474436813,10
jsvine__pdfplumber.02ff4313.func_pm_op_change__wyepdlzp,success,gpt-5-router,12,12,1.867633890971212,11
jsvine__pdfplumber.02ff4313.lm_rewrite__15r1jy98,locked,gpt-5-router,16,16,1.9609640474436814,10
jsvine__pdfplumber.02ff4313.func_pm_ctrl_shuffle__po8jg6uz,success,gpt-5-router,10,9,1.6577427265048887,9
jsvine__pdfplumber.02ff4313.lm_rewrite__hjajo1ag,locked,gpt-5-router,19,19,1.5709505944546687,10
jsvine__pdfplumber.02ff4313.func_pm_remove_cond__soot5lb4,locked,gpt-5-router,7,7,2.1280852788913944,7
jsvine__pdfplumber.02ff4313.func_pm_ctrl_shuffle__et92o491,success,gpt-5-router,10,10,2.1709505944546685,10
jsvine__pdfplumber.02ff4313.func_pm_remove_loop__76toufka,success,gpt-5-router,9,9,2.5032583347756456,9
jsvine__pdfplumber.02ff4313.lm_rewrite__opilcf85,success,gpt-5-router,9,9,2.4193819456463714,9
jsvine__pdfplumber.02ff4313.func_pm_class_rm_funcs__lunb4h9t,locked,gpt-5-router,16,16,2.1709505944546685,10
jsvine__pdfplumber.02ff4313.func_pm_ctrl_shuffle__wxvflhuo,success,gpt-5-router,12,12,2.1180782093497093,11
joke2k__faker.8b401a7d.func_pm_remove_loop__jh7x33oa,locked,gpt-5-router,8,8,2.1556390622295662,8
joke2k__faker.8b401a7d.lm_rewrite__vgc38bve,locked,gpt-5-router,8,8,2.1556390622295662,8
joke2k__faker.8b401a7d.func_pm_remove_cond__vusktl5i,locked,gpt-5-router,11,11,2.1219280948873624,10
joke2k__faker.8b401a7d.func_pm_op_change__b9qi91vq,locked,gpt-5-router,6,6,0.6500224216483541,6
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__2k2kmrit,locked,gpt-5-router,12,12,0.9219280948873623,10
joke2k__faker.8b401a7d.func_pm_remove_cond__fyw5t81h,locked,gpt-5-router,13,13,2.121928094887362,10
joke2k__faker.8b401a7d.func_pm_remove_assign__mn7xt9vs,locked,gpt-5-router,18,18,2.046439344671015,10
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__3r3nx404,locked,gpt-5-router,10,10,0.4689955935892812,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__b0wtaqhp,locked,gpt-5-router,18,18,1.9609640474436814,10
joke2k__faker.8b401a7d.combine_module__l4ifkoed,locked,gpt-5-router,7,6,2.2516291673878226,6
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__lvmp4ugi,locked,gpt-5-router,13,13,1.295461844238322,10
joke2k__faker.8b401a7d.combine_file__50xa6zpk,locked,gpt-5-router,24,23,0.8658566174572235,11
john-kurkowski__tldextract.3d1bf184.lm_rewrite__0d970i3z,locked,gpt-5-router,13,12,2.1709505944546685,10
john-kurkowski__tldextract.3d1bf184.lm_rewrite__lkkkvdeo,locked,gpt-5-router,10,10,1.6858157091530304,11
john-kurkowski__tldextract.3d1bf184.pr_313,locked,gpt-5-router,14,13,2.0464393446710156,10
john-kurkowski__tldextract.3d1bf184.lm_rewrite__jcs1qo1p,locked,gpt-5-router,13,12,1.9609640474436814,10
john-kurkowski__tldextract.3d1bf184.pr_311,locked,gpt-5-router,16,15,1.3609640474436813,10
john-kurkowski__tldextract.3d1bf184.func_pm_remove_cond__g83pi8sy,locked,gpt-5-router,8,8,1.811278124459133,8
john-kurkowski__tldextract.3d1bf184.func_basic__mkacrpid,locked,gpt-5-router,10,10,1.6854752972273344,10
john-kurkowski__tldextract.3d1bf184.func_basic__720ifyy5,locked,gpt-5-router,11,11,0.9219280948873623,10
john-kurkowski__tldextract.3d1bf184.combine_file__n6zgcqxa,locked,gpt-5-router,8,8,2.75,8
jd__tenacity.0d40e76f.pr_425,success,gpt-5-router,8,8,1.2987949406953985,8
john-kurkowski__tldextract.3d1bf184.func_basic__utw5dxqi,wandering,gpt-5-router,8,8,2.1556390622295662,8
john-kurkowski__tldextract.3d1bf184.func_basic__uex2bc7o,locked,gpt-5-router,11,11,2.1709505944546685,10
john-kurkowski__tldextract.3d1bf184.func_basic__19yr07r2,locked,gpt-5-router,8,8,1.811278124459133,8
jd__tenacity.0d40e76f.lm_rewrite__3rty13vw,success,gpt-5-router,11,11,2.4464393446710155,10
jd__tenacity.0d40e76f.func_basic__p77wu14m,success,gpt-5-router,16,16,2.1709505944546685,10
jd__tenacity.0d40e76f.lm_rewrite__z0ij0hwj,success,gpt-5-router,10,9,1.224394445405986,9
jd__tenacity.0d40e76f.func_basic__0stgqokp,success,gpt-5-router,7,7,2.807354922057604,7
jd__tenacity.0d40e76f.func_basic__oycchd2s,success,gpt-5-router,16,16,2.321928094887362,10
jd__tenacity.0d40e76f.func_basic__epw9abm1,success,gpt-5-router,10,10,2.5219280948873624,10
jd__tenacity.0d40e76f.combine_file__l80x0v9y,wandering,gpt-5-router,24,24,0.8812908992306927,10
jd__tenacity.0d40e76f.combine_file__qdll5l0h,success,gpt-5-router,18,17,1.789929075309999,11
jd__tenacity.0d40e76f.combine_file__s88gei6c,success,gpt-5-router,7,7,2.807354922057604,7
jd__tenacity.0d40e76f.combine_file__ktykmrgz,success,gpt-5-router,11,11,2.8464393446710154,10
jawah__charset_normalizer.1fdd6463.pr_545,wandering,gpt-5-router,27,26,1.6854752972273346,10
jd__tenacity.0d40e76f.combine_file__4gcf36bk,success,gpt-5-router,6,6,2.2516291673878226,6
jawah__charset_normalizer.1fdd6463.func_pm_remove_assign__nmyr21v7,success,gpt-5-router,13,13,1.9609640474436814,10
jawah__charset_normalizer.1fdd6463.func_pm_class_rm_funcs__qon85hbw,success,gpt-5-router,12,12,2.1219280948873624,10
jawah__charset_normalizer.1fdd6463.func_pm_ctrl_shuffle__3yzmbd52,success,gpt-5-router,5,5,1.9219280948873623,5
jawah__charset_normalizer.1fdd6463.func_pm_remove_assign__6p49e891,success,gpt-5-router,20,20,2.1709505944546685,10
jawah__charset_normalizer.1fdd6463.func_pm_ctrl_shuffle__a0443m9b,success,gpt-5-router,17,17,2.1219280948873624,10
jawah__charset_normalizer.1fdd6463.func_pm_ctrl_shuffle__oc4xt3xh,success,gpt-5-router,7,7,2.2359263506290326,7
jawah__charset_normalizer.1fdd6463.func_basic__8rr95mg5,success,gpt-5-router,7,7,1.6644977792004614,7
jawah__charset_normalizer.1fdd6463.func_basic__xixe1dzg,success,gpt-5-router,6,6,2.2516291673878226,6
jawah__charset_normalizer.1fdd6463.combine_file__wgcchpun,wandering,gpt-5-router,21,21,1.6854752972273346,10
jawah__charset_normalizer.1fdd6463.func_basic__t7ubds8b,success,gpt-5-router,13,13,1.7219280948873623,10
jawah__charset_normalizer.1fdd6463.func_basic__mxcydu0c,locked,gpt-5-router,11,11,2.1219280948873624,10
jaraco__inflect.c079a96a.lm_rewrite__db3lkmlq,locked,gpt-5-router,12,12,2.3709505944546687,10
jaraco__inflect.c079a96a.lm_rewrite__72b54tsa,wandering,gpt-5-router,18,18,0.4689955935892812,10
jaraco__inflect.c079a96a.lm_rewrite__9qkpqjiu,wandering,gpt-5-router,20,19,1.295461844238322,10
jaraco__inflect.c079a96a.func_pm_remove_cond__h7gfi4l0,locked,gpt-5-router,13,13,2.1709505944546685,10
jaraco__inflect.c079a96a.func_basic__rsn93bpo,locked,gpt-5-router,12,12,1.8954618442383218,10
jaraco__inflect.c079a96a.func_pm_remove_cond__1qphlddp,locked,gpt-5-router,19,19,2.3709505944546683,10
jaraco__inflect.c079a96a.func_basic__jjluiqnt,locked,gpt-5-router,20,20,2.1709505944546685,10
jaraco__inflect.c079a96a.func_pm_remove_assign__b2vn7ndb,locked,gpt-5-router,24,23,2.1709505944546685,10
jaraco__inflect.c079a96a.func_basic__di30lmvg,locked,gpt-5-router,20,20,2.1709505944546685,10
iterative__dvc.1d6ea681.pr_8938,locked,gpt-5-router,19,19,0.9219280948873623,10
jaraco__inflect.c079a96a.func_basic__1jrv4g0i,locked,gpt-5-router,10,9,1.224394445405986,9
jaraco__inflect.c079a96a.func_basic__bm66rqbr,locked,gpt-5-router,8,8,2.25,8
jaraco__inflect.c079a96a.func_basic__3aqb71hm,locked,gpt-5-router,15,14,1.7609640474436812,10
iterative__dvc.1d6ea681.pr_10044,success,gpt-5-router,10,10,2.321928094887362,10
iterative__dvc.1d6ea681.func_pm_remove_assign__5ofzk9bf,wandering,gpt-5-router,18,17,2.9139770731827523,11
iterative__dvc.1d6ea681.pr_9490,wandering,gpt-5-router,18,18,1.4854752972273344,10
iterative__dvc.1d6ea681.lm_rewrite__769syjv9,locked,gpt-5-router,6,6,2.251629167387823,6
iterative__dvc.1d6ea681.pr_8716,locked,gpt-5-router,17,17,1.7709505944546688,10
iterative__dvc.1d6ea681.func_pm_remove_assign__ebc5zkrx,success,gpt-5-router,9,9,2.4193819456463714,9
iterative__dvc.1d6ea681.func_pm_ctrl_invert_if__d00xdww6,success,gpt-5-router,10,10,2.1709505944546685,10
iterative__dvc.1d6ea681.pr_8693,success,gpt-5-router,41,41,2.0464393446710156,10
iterative__dvc.1d6ea681.pr_9487,locked,gpt-5-router,17,17,1.9609640474436814,10
iterative__dvc.1d6ea681.combine_module__cvvc7fl6,success,gpt-5-router,9,9,2.4193819456463714,9
hukkin__tomli.443a0c1b.lm_rewrite__58grwkl8,wandering,gpt-5-router,20,19,1.6171895725927152,11
hukkin__tomli.443a0c1b.lm_rewrite__xukqe6wu,wandering,gpt-5-router,20,20,2.321928094887362,10
hukkin__tomli.443a0c1b.func_basic__m6spsm3s,success,gpt-5-router,7,7,2.5216406363433186,7
hukkin__tomli.443a0c1b.func_basic__68y76uqd,locked,gpt-5-router,13,12,2.1709505944546685,10
hukkin__tomli.443a0c1b.combine_module__te66hf12,locked,gpt-5-router,11,11,2.321928094887362,10
hukkin__tomli.443a0c1b.func_basic__hc63geky,locked,gpt-5-router,11,11,2.446439344671015,10
hukkin__tomli.443a0c1b.func_basic__mx30agly,success,gpt-5-router,10,10,2.5219280948873624,10
hukkin__tomli.443a0c1b.func_basic__1z83hnoa,locked,gpt-5-router,12,12,1.8464393446710154,10
hukkin__tomli.443a0c1b.func_pm_remove_cond__ah9ztbwd,locked,gpt-5-router,9,9,1.836591668108979,9
hukkin__tomli.443a0c1b.combine_module__42vnkpsp,success,gpt-5-router,15,15,2.1709505944546685,10
hukkin__tomli.443a0c1b.func_basic__qlgy79aj,success,gpt-5-router,8,8,2.1556390622295662,8
hukkin__tomli.443a0c1b.combine_module__15dgymnp,locked,gpt-5-router,8,8,2.1556390622295662,8
gweis__isodate.17cb25eb.lm_rewrite__851dsruk,locked,gpt-5-router,9,9,2.725480556997868,9
gweis__isodate.17cb25eb.func_basic__tib6xdl1,locked,gpt-5-router,8,8,2.75,8
gweis__isodate.17cb25eb.func_pm_remove_cond__stbwqf5p,locked,gpt-5-router,21,21,1.3567796494470397,10
gweis__isodate.17cb25eb.func_basic__8z7497j9,locked,gpt-5-router,10,9,2.197159723424149,9
gweis__isodate.17cb25eb.combine_module__pfivbjav,locked,gpt-5-router,16,16,1.8954618442383218,10
gweis__isodate.17cb25eb.func_basic__5fxlcut5,locked,gpt-5-router,7,7,2.5216406363433186,7
gweis__isodate.17cb25eb.combine_module__bnmxal7r,wandering,gpt-5-router,19,19,2.2312702546075758,11
gweis__isodate.17cb25eb.combine_module__o34mbmel,locked,gpt-5-router,6,6,2.584962500721156,6
gweis__isodate.17cb25eb.combine_module__0y5ktdlh,locked,gpt-5-router,22,21,1.9609640474436814,10
gweis__isodate.17cb25eb.combine_file__8zpm11c8,locked,gpt-5-router,8,8,2.5,8
gweis__isodate.17cb25eb.combine_file__ro4209l9,locked,gpt-5-router,9,9,2.197159723424149,9
gruns__icecream.f76fef56.lm_rewrite__wqro9g2d,wandering,gpt-5-router,15,15,1.3092966682370037,11
gruns__icecream.f76fef56.lm_rewrite__qcka30da,wandering,gpt-5-router,23,23,1.7709505944546688,10
gruns__icecream.f76fef56.lm_rewrite__erunlraa,wandering,gpt-5-router,13,13,1.7609640474436812,10
gruns__icecream.f76fef56.func_pm_remove_cond__2oxvmngi,success,gpt-5-router,12,12,2.221251836004466,12
gruns__icecream.f76fef56.lm_rewrite__8crq4shx,wandering,gpt-5-router,18,17,1.3609640474436813,10
gruns__icecream.f76fef56.lm_rewrite__t4ny5zfz,success,gpt-5-router,18,18,2.0464393446710156,10
gruns__icecream.f76fef56.func_pm_ctrl_shuffle__z95tfg9w,locked,gpt-5-router,10,10,2.3709505944546683,10
gruns__icecream.f76fef56.func_pm_remove_assign__0qxyj4dh,success,gpt-5-router,11,11,2.3219280948873626,10
gruns__icecream.f76fef56.func_pm_ctrl_shuffle__0559gjlc,success,gpt-5-router,11,11,1.4911148500551858,11
gruns__icecream.f76fef56.func_pm_ctrl_shuffle__mych2umn,locked,gpt-5-router,10,10,1.5709505944546687,10
gruns__icecream.f76fef56.func_pm_ctrl_shuffle__3dkw6kmj,success,gpt-5-router,27,27,2.2464393446710154,10
gruns__icecream.f76fef56.func_pm_ctrl_invert_if__7iujb6a9,success,gpt-5-router,12,12,1.2406705316766884,11
gruns__furl.da386f68.func_pm_ctrl_shuffle__ab8bqg4b,wandering,gpt-5-router,11,11,1.6171895725927152,11
gruns__furl.da386f68.func_basic__raefc67j,wandering,gpt-5-router,17,17,1.7609640474436812,10
gruns__furl.da386f68.func_pm_class_rm_funcs__kwefrde0,wandering,gpt-5-router,28,28,2.0464393446710156,10
gruns__furl.da386f68.func_basic__yc4ei19p,wandering,gpt-5-router,16,16,1.3609640474436813,10
gruns__furl.da386f68.func_basic__dsxqzc7y,wandering,gpt-5-router,18,17,1.7219280948873623,10
gruns__furl.da386f68.func_basic__h60jxgod,locked,gpt-5-router,6,5,1.3709505944546687,5
gruns__furl.da386f68.func_basic__ofw6qkh3,wandering,gpt-5-router,16,16,1.1567796494470395,10
gruns__furl.da386f68.func_pm_remove_assign__wi8yrop6,locked,gpt-5-router,6,6,2.251629167387823,6
gruns__furl.da386f68.func_basic__harz97vu,wandering,gpt-5-router,14,14,1.5219280948873621,10
gruns__furl.da386f68.func_basic__6sbq3zfv,success,gpt-5-router,20,20,1.5709505944546687,10
gruns__furl.da386f68.combine_file__mxp5kqco,locked,gpt-5-router,12,11,1.7709505944546688,10
gruns__furl.da386f68.func_basic__6jsu45tw,wandering,gpt-5-router,26,26,2.4464393446710155,10
graphql-python__graphene.82903263.func_basic__iup4xbx8,success,gpt-5-router,9,9,2.94770277922009,9
graphql-python__graphene.82903263.func_basic__3lrtwpxf,success,gpt-5-router,5,5,2.321928094887362,5
graphql-python__graphene.82903263.func_pm_ctrl_shuffle__t7uaebtw,success,gpt-5-router,10,10,2.3219280948873626,10
graphql-python__graphene.82903263.combine_module__oebqo2ja,success,gpt-5-router,19,19,1.7609640474436812,10
graphql-python__graphene.82903263.combine_module__begtc5us,locked,gpt-5-router,7,7,1.6644977792004614,7
graphql-python__graphene.82903263.combine_module__v61w4oqb,locked,gpt-5-router,15,15,1.7609640474436812,10
graphql-python__graphene.82903263.combine_module__hhlnzf5d,wandering,gpt-5-router,18,17,1.1567796494470395,10
graphql-python__graphene.82903263.combine_file__isxwys7r,locked,gpt-5-router,19,19,0.9219280948873623,10
graphql-python__graphene.82903263.combine_module__cknkjezs,locked,gpt-5-router,10,10,2.2221915755066783,11
graphql-python__graphene.82903263.combine_module__f9yc52d7,locked,gpt-5-router,17,17,1.7219280948873623,10
graphql-python__graphene.82903263.combine_file__shcq0hp0,locked,gpt-5-router,10,10,1.5709505944546687,10
google__textfsm.c31b6007.pr_127,locked,gpt-5-router,10,10,0.9219280948873623,10
google__textfsm.c31b6007.func_pm_ctrl_shuffle__hjtsbxdc,success,gpt-5-router,8,8,1.9056390622295665,8
google__textfsm.c31b6007.lm_rewrite__ccclngy7,success,gpt-5-router,8,8,2.1556390622295662,8
google__textfsm.c31b6007.func_pm_ctrl_shuffle__xxvu3vpk,success,gpt-5-router,11,11,1.6854752972273344,10
google__textfsm.c31b6007.func_basic__hurhoefv,locked,gpt-5-router,15,14,1.3609640474436813,10
google__textfsm.c31b6007.func_pm_class_rm_funcs__l5u9pdpm,success,gpt-5-router,15,14,1.971747257128181,11
google__textfsm.c31b6007.func_pm_class_rm_base__z0gd60hx,success,gpt-5-router,14,14,1.971747257128181,11
google__textfsm.c31b6007.func_basic__mwrbdvlu,success,gpt-5-router,8,7,1.8423709931771084,7
google__textfsm.c31b6007.func_basic__wsj0rw68,success,gpt-5-router,10,10,2.3709505944546687,10
google__textfsm.c31b6007.combine_file__romfvv3w,locked,gpt-5-router,11,10,1.8464393446710154,10
google__textfsm.c31b6007.func_basic__sbxjl844,success,gpt-5-router,6,6,2.584962500721156,6
google__textfsm.c31b6007.func_basic__h45lhq5d,success,gpt-5-router,14,14,2.1219280948873624,10
getmoto__moto.694ce1f4.pr_7503,locked,gpt-5-router,17,17,1.7219280948873623,10
getmoto__moto.694ce1f4.pr_5515,locked,gpt-5-router,21,21,1.6854752972273346,10
getmoto__moto.694ce1f4.func_pm_remove_loop__spjl8y9c,success,gpt-5-router,9,9,2.113283334294875,9
getmoto__moto.694ce1f4.pr_5699,success,gpt-5-router,14,14,2.2464393446710154,10
getmoto__moto.694ce1f4.func_pm_remove_loop__hwrc2n9g,success,gpt-5-router,14,14,2.1709505944546685,10
getmoto__moto.694ce1f4.func_pm_ctrl_shuffle__zvmga77e,locked,gpt-5-router,10,9,2.197159723424149,9
getmoto__moto.694ce1f4.func_pm_remove_cond__39lu5tep,success,gpt-5-router,13,13,2.1609640474436813,10
getmoto__moto.694ce1f4.func_pm_op_change__pmf4hrif,success,gpt-5-router,7,7,2.2359263506290326,7
getmoto__moto.694ce1f4.func_pm_ctrl_shuffle__r3qd7cyy,success,gpt-5-router,10,10,2.7219280948873625,10
getmoto__moto.694ce1f4.func_pm_ctrl_shuffle__qnob7fu1,locked,gpt-5-router,11,11,1.8464393446710154,10
getmoto__moto.694ce1f4.combine_module__ajxjw5d9,locked,gpt-5-router,29,29,2.4464393446710155,10
gawel__pyquery.811cd048.lm_rewrite__48wsfffr,locked,gpt-5-router,17,16,2.2312702546075758,11
gawel__pyquery.811cd048.func_pm_ctrl_invert_if__6qxv9f0m,locked,gpt-5-router,26,24,0.4689955935892812,10
gawel__pyquery.811cd048.func_pm_ctrl_shuffle__zjbgpiyi,locked,gpt-5-router,12,11,1.5709505944546687,10
gawel__pyquery.811cd048.func_basic__76uwp3jg,wandering,gpt-5-router,26,26,1.6854752972273344,10
gawel__pyquery.811cd048.func_basic__l6orrrq5,locked,gpt-5-router,9,8,2.0,8
gawel__pyquery.811cd048.func_pm_remove_assign__w2avmhhh,locked,gpt-5-router,12,12,2.1219280948873624,10
gawel__pyquery.811cd048.func_pm_remove_cond__yltbeli4,wandering,gpt-5-router,25,24,1.4854752972273344,10
gawel__pyquery.811cd048.func_pm_remove_cond__vcfovd51,locked,gpt-5-router,15,14,1.6854752972273344,10
gawel__pyquery.811cd048.func_basic__6522wu71,locked,gpt-5-router,7,7,2.1280852788913944,7
facelessuser__soupsieve.a8080d97.lm_rewrite__x9x4w9dq,success,gpt-5-router,12,11,1.5709505944546687,10
gawel__pyquery.811cd048.func_pm_ctrl_invert_if__mrbenj23,locked,gpt-5-router,19,17,1.1567796494470395,10
gawel__pyquery.811cd048.func_basic__29giro4i,locked,gpt-5-router,15,15,2.1709505944546685,10
facelessuser__soupsieve.a8080d97.func_pm_remove_cond__r5fo87fu,locked,gpt-5-router,20,20,1.295461844238322,10
gawel__pyquery.811cd048.func_basic__0xnvfro9,locked,gpt-5-router,5,5,1.9219280948873623,5
facelessuser__soupsieve.a8080d97.lm_rewrite__f81a5bmk,wandering,gpt-5-router,31,31,1.6854752972273344,10
facelessuser__soupsieve.a8080d97.func_basic__l86y07kk,locked,gpt-5-router,9,9,2.058813890331201,9
facelessuser__soupsieve.a8080d97.func_basic__ide55gzu,wandering,gpt-5-router,26,25,1.8464393446710154,10
facelessuser__soupsieve.a8080d97.func_pm_remove_assign__x9meuxtu,locked,gpt-5-router,18,18,1.6854752972273344,10
facelessuser__soupsieve.a8080d97.func_pm_class_rm_funcs__61flpa5e,locked,gpt-5-router,20,19,2.1709505944546685,10
facelessuser__soupsieve.a8080d97.combine_file__4jzzvwyt,locked,gpt-5-router,18,18,2.321928094887362,10
facebookresearch__hydra.0f03eb60.lm_rewrite__8nyuu6ue,locked,gpt-5-router,25,24,2.1709505944546685,10
facelessuser__soupsieve.a8080d97.combine_file__rdlc6z5r,success,gpt-5-router,9,9,1.7527152789797047,9
facelessuser__soupsieve.a8080d97.func_basic__0mwegokv,success,gpt-5-router,10,10,2.3219280948873626,10
facelessuser__soupsieve.a8080d97.combine_file__u19u6r3s,wandering,gpt-5-router,25,23,1.3609640474436813,10
facelessuser__soupsieve.a8080d97.combine_file__2we2kx8b,success,gpt-5-router,10,10,2.4464393446710155,10
facebookresearch__hydra.0f03eb60.func_pm_ctrl_invert_if__nesafxrh,wandering,gpt-5-router,12,12,-0.0,10
facebookresearch__hydra.0f03eb60.lm_rewrite__gy139ay3,wandering,gpt-5-router,33,32,2.321928094887362,10
facebookresearch__hydra.0f03eb60.func_pm_remove_loop__f3pkxffz,locked,gpt-5-router,11,11,1.7709505944546688,10
facebookresearch__hydra.0f03eb60.func_pm_ctrl_invert_if__q8xm3o4i,locked,gpt-5-router,15,15,2.721928094887362,10
facebookresearch__hydra.0f03eb60.lm_rewrite__kuv41wav,locked,gpt-5-router,12,12,2.0464393446710156,10
facebookresearch__hydra.0f03eb60.func_pm_remove_cond__ntp1bu70,locked,gpt-5-router,14,14,2.1709505944546685,10
facebookresearch__hydra.0f03eb60.func_pm_remove_cond__1bltxbqs,locked,gpt-5-router,14,14,1.9609640474436814,10
facebookresearch__hydra.0f03eb60.func_pm_ctrl_invert_if__esxgzx2q,locked,gpt-5-router,10,10,2.3709505944546687,10
facebookresearch__hydra.0f03eb60.combine_module__k15icc38,locked,gpt-5-router,9,9,1.8910611120726526,9
facebookresearch__hydra.0f03eb60.func_pm_class_rm_funcs__xp4qq0w1,locked,gpt-5-router,19,19,2.3709505944546687,10
facebookresearch__hydra.0f03eb60.lm_rewrite__tvvm2b6d,locked,gpt-5-router,24,24,1.7219280948873623,10
erikrose__parsimonious.0d3f5f93.func_pm_ctrl_invert_if__51rl2pbm,success,gpt-5-router,9,9,2.4193819456463714,9
erikrose__parsimonious.0d3f5f93.func_basic__zaafmtsc,locked,gpt-5-router,13,13,2.0464393446710156,10
erikrose__parsimonious.0d3f5f93.func_basic__srdv3cos,success,gpt-5-router,19,19,1.6854752972273346,10
erikrose__parsimonious.0d3f5f93.func_basic__xdbyeuni,success,gpt-5-router,7,7,2.807354922057604,7
erikrose__parsimonious.0d3f5f93.lm_rewrite__1x6ivn2x,success,gpt-5-router,18,18,2.1709505944546685,10
erikrose__parsimonious.0d3f5f93.func_basic__gp4mkftg,success,gpt-5-router,9,9,2.4193819456463714,9
erikrose__parsimonious.0d3f5f93.combine_file__sqhqhqwo,success,gpt-5-router,18,18,2.0464393446710156,10
erikrose__parsimonious.0d3f5f93.combine_file__m5cn7lix,success,gpt-5-router,19,19,2.5219280948873624,10
erikrose__parsimonious.0d3f5f93.combine_file__k32iijif,success,gpt-5-router,16,14,2.1219280948873624,10
erikrose__parsimonious.0d3f5f93.combine_file__mzgeptwj,success,gpt-5-router,13,13,2.3709505944546687,10
erikrose__parsimonious.0d3f5f93.func_basic__boel50ce,success,gpt-5-router,9,9,2.4193819456463714,9
erikrose__parsimonious.0d3f5f93.combine_file__0w8inm9h,success,gpt-5-router,24,24,2.321928094887362,10
encode__starlette.db5063c2.func_pm_class_rm_base__03m4f7oq,success,gpt-5-router,6,6,2.584962500721156,6
encode__starlette.db5063c2.lm_rewrite__ciiqqrf3,success,gpt-5-router,10,10,2.4464393446710155,10
encode__starlette.db5063c2.func_basic__cmdcyxyi,success,gpt-5-router,19,19,2.1709505944546685,10
encode__starlette.db5063c2.func_basic__ciec87is,success,gpt-5-router,9,9,2.725480556997868,9
encode__starlette.db5063c2.func_basic__x65s13cp,success,gpt-5-router,7,7,2.2359263506290326,7
encode__starlette.db5063c2.func_basic__x88owxvj,success,gpt-5-router,11,11,1.9609640474436814,10
encode__starlette.db5063c2.func_pm_op_swap__qyq8ekak,success,gpt-5-router,6,6,2.2516291673878226,6
