iid,sub_class,model,n_msgs,n_turns_extracted,tool_entropy_last10,n_tools_last10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__ayaasmj0,success,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_remove_cond__dzwwldxx,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__9839pqwt,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
pydicom__pydicom.7d361b3d.func_pm_ctrl_shuffle__5jezggb2,success,claude-3-7-sonnet-20250219,121,60,1.9609640474436814,10
conan-io__conan.86f29e13.func_pm_remove_wrapper__eas27p2q,wandering,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__tzoxy3zl,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_remove_assign__59apy16l,wandering,claude-3-7-sonnet-20250219,51,25,2.1219280948873624,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_change_const__1oldy88f,success,claude-3-7-sonnet-20250219,111,55,1.5709505944546687,10
pydicom__pydicom.7d361b3d.func_pm_class_rm_funcs__9qmkaczl,success,claude-3-7-sonnet-20250219,63,31,1.3709505944546687,10
getnikola__nikola.0f4c230e.func_pm_remove_assign__tkp7lss0,wandering,claude-3-7-sonnet-20250219,57,28,1.8464393446710154,10
facelessuser__soupsieve.a8080d97.func_pm_remove_cond__qanuugj5,locked,claude-3-7-sonnet-20250219,49,24,1.1567796494470395,10
mozilla__bleach.73871d76.func_pm_remove_assign__bznv6zkw,locked,claude-3-7-sonnet-20250219,149,74,1.8464393446710154,10
conan-io__conan.86f29e13.func_pm_ctrl_invert_if__azb2g0zf,success,claude-3-7-sonnet-20250219,37,18,1.5219280948873621,10
pexpect__ptyprocess.1067dbda.func_pm_op_swap__s2gwmv8x,success,claude-3-7-sonnet-20250219,57,28,2.1219280948873624,10
kayak__pypika.1c9646f0.func_pm_ctrl_shuffle__pp6y1wny,success,claude-3-7-sonnet-20250219,33,16,1.9219280948873623,10
marshmallow-code__marshmallow.9716fc62.func_pm_class_rm_funcs__hs1ll9jr,success,claude-3-7-sonnet-20250219,57,28,1.7609640474436812,10
tweepy__tweepy.91a41c6e.func_pm_remove_cond__nwy3de1d,success,claude-3-7-sonnet-20250219,33,16,2.1219280948873624,10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__wxqmxk8i,wandering,claude-3-7-sonnet-20250219,119,59,1.4854752972273344,10
pexpect__ptyprocess.1067dbda.func_pm_remove_cond__hmdngur0,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_remove_loop__w8jloc4n,wandering,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
pallets__click.fde47b4b.func_pm_remove_assign__gpzhjicj,wandering,claude-3-7-sonnet-20250219,49,24,1.9219280948873623,10
joke2k__faker.8b401a7d.func_pm_remove_assign__gvyvfs76,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
jawah__charset_normalizer.1fdd6463.func_pm_ctrl_invert_if__gfmne36l,success,claude-3-7-sonnet-20250219,47,23,1.5219280948873621,10
django__channels.a144b4b8.func_pm_ctrl_invert_if__w0hvdqc2,success,claude-3-7-sonnet-20250219,57,28,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_ctrl_invert_if__kvceszcq,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__lwz7vq2i,wandering,claude-3-7-sonnet-20250219,61,30,1.7609640474436812,10
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__vxnsr8t1,success,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
getmoto__moto.694ce1f4.func_pm_remove_assign__66tra0x5,wandering,claude-3-7-sonnet-20250219,79,39,2.246439344671016,10
pyupio__safety.7654596b.func_pm_ctrl_invert_if__wog9elur,success,claude-3-7-sonnet-20250219,41,20,1.4854752972273344,10
tobymao__sqlglot.036601ba.func_pm_remove_cond__inp2m4pw,locked,claude-3-7-sonnet-20250219,79,39,1.4854752972273344,10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__cltcd8qz,success,claude-3-7-sonnet-20250219,89,44,1.4854752972273344,10
pydantic__pydantic.acb0f10f.func_pm_remove_assign__4nm3k7k4,locked,claude-3-7-sonnet-20250219,61,30,1.9219280948873623,10
django__channels.a144b4b8.func_pm_class_rm_funcs__fcb63tvy,success,claude-3-7-sonnet-20250219,39,19,1.8464393446710154,10
python-openxml__python-docx.0cf6d71f.func_pm_class_rm_funcs__z22ajcfs,success,claude-3-7-sonnet-20250219,41,20,1.5709505944546687,10
Project-MONAI__MONAI.a09c1f08.func_pm_op_change__qz4tjehv,locked,claude-3-7-sonnet-20250219,45,22,2.1219280948873624,10
encode__starlette.db5063c2.func_pm_class_rm_funcs__mnho014p,success,claude-3-7-sonnet-20250219,65,32,1.3709505944546687,10
getmoto__moto.694ce1f4.func_pm_ctrl_invert_if__722spvjw,success,claude-3-7-sonnet-20250219,61,30,1.5709505944546687,10
pydata__patsy.a5d16484.func_pm_remove_cond__j8ah9xp8,wandering,claude-3-7-sonnet-20250219,115,57,1.7609640474436812,10
dask__dask.5f61e423.func_pm_class_rm_base__32q61l8x,success,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
facebookresearch__fvcore.a491d5b9.func_pm_op_swap__3ikge6lj,wandering,claude-3-7-sonnet-20250219,67,33,1.7609640474436812,10
davidhalter__parso.338a5760.func_pm_remove_assign__z74cacvq,success,claude-3-7-sonnet-20250219,77,38,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_class_rm_funcs__t0pgc3lc,wandering,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
joke2k__faker.8b401a7d.func_pm_remove_wrapper__smmxrtlb,success,claude-3-7-sonnet-20250219,31,15,1.4854752972273344,10
oauthlib__oauthlib.1fd52536.func_pm_ctrl_shuffle__l3irb72o,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__wbfeq52x,wandering,claude-3-7-sonnet-20250219,57,28,1.3709505944546687,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__av5qybme,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__rvnbdfv1,success,claude-3-7-sonnet-20250219,51,25,1.4854752972273344,10
encode__starlette.db5063c2.func_pm_ctrl_shuffle__jzo1tzj0,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
mozilla__bleach.73871d76.func_pm_remove_assign__rwg7krkf,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
tobymao__sqlglot.036601ba.func_pm_remove_assign__09fvv91e,locked,claude-3-7-sonnet-20250219,153,76,1.6854752972273346,10
getmoto__moto.694ce1f4.func_pm_remove_assign__zomyqru6,success,claude-3-7-sonnet-20250219,53,26,1.8464393446710154,10
facelessuser__soupsieve.a8080d97.func_pm_remove_loop__7qx9kbd6,locked,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_remove_loop__irt2kbtb,success,claude-3-7-sonnet-20250219,101,50,1.6854752972273344,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__dovoaow1,success,claude-3-7-sonnet-20250219,37,18,2.170950594454669,10
pallets__click.fde47b4b.func_pm_op_change__64ezi737,wandering,claude-3-7-sonnet-20250219,137,68,1.4854752972273344,10
joke2k__faker.8b401a7d.func_pm_remove_cond__vusktl5i,success,claude-3-7-sonnet-20250219,87,43,1.5709505944546687,10
Project-MONAI__MONAI.a09c1f08.func_pm_op_swap__mzhhw96t,wandering,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__82rnknfb,success,claude-3-7-sonnet-20250219,49,24,1.8464393446710154,10
pydicom__pydicom.7d361b3d.func_pm_remove_assign__pyab2czs,success,claude-3-7-sonnet-20250219,33,16,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.func_pm_ctrl_shuffle__lzow974d,locked,claude-3-7-sonnet-20250219,53,26,1.3709505944546687,10
facelessuser__soupsieve.a8080d97.func_pm_remove_cond__1n7c63c4,locked,claude-3-7-sonnet-20250219,107,53,1.7609640474436812,10
conan-io__conan.86f29e13.func_pm_op_swap__3vqgi4d2,success,claude-3-7-sonnet-20250219,35,17,1.4854752972273344,10
pallets__click.fde47b4b.func_pm_ctrl_shuffle__z57wfkdc,success,claude-3-7-sonnet-20250219,49,24,1.5709505944546687,10
getmoto__moto.694ce1f4.func_pm_op_change__q3vdt1ic,success,claude-3-7-sonnet-20250219,59,29,1.4854752972273344,10
tobymao__sqlglot.036601ba.func_pm_ctrl_invert_if__fjchgbq1,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__1ischmrt,success,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
joke2k__faker.8b401a7d.func_pm_op_change__w14v88jy,success,claude-3-7-sonnet-20250219,49,24,2.1219280948873624,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__h3gb3imn,success,claude-3-7-sonnet-20250219,49,24,1.9609640474436814,10
tweepy__tweepy.91a41c6e.func_pm_ctrl_shuffle__swddw9zx,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
tweepy__tweepy.91a41c6e.func_pm_ctrl_shuffle__5cgw86l9,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
marshmallow-code__marshmallow.9716fc62.func_pm_ctrl_shuffle__j5838vlz,success,claude-3-7-sonnet-20250219,33,16,2.1219280948873624,10
paramiko__paramiko.23f92003.func_pm_ctrl_shuffle__4vo13hd4,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_change__mr6sdjuu,success,claude-3-7-sonnet-20250219,95,47,1.7609640474436812,10
jawah__charset_normalizer.1fdd6463.func_pm_class_rm_funcs__ib30y1pe,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
iterative__dvc.1d6ea681.func_pm_class_rm_base__1ygoyhp0,success,claude-3-7-sonnet-20250219,47,23,1.4854752972273344,10
dask__dask.5f61e423.func_pm_remove_assign__te9dt5d0,wandering,claude-3-7-sonnet-20250219,49,24,1.4854752972273344,10
arrow-py__arrow.1d70d009.func_pm_op_change_const__1qw43bq0,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.func_pm_class_rm_funcs__k0xg4x2c,wandering,claude-3-7-sonnet-20250219,51,25,1.9219280948873623,10
dask__dask.5f61e423.func_pm_remove_cond__ptqjvp0f,locked,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
mozilla__bleach.73871d76.func_pm_remove_cond__o8j9zw49,success,claude-3-7-sonnet-20250219,39,19,1.9219280948873623,10
pydicom__pydicom.7d361b3d.func_pm_remove_assign__e4if2c45,locked,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__h3fcf2ub,wandering,claude-3-7-sonnet-20250219,43,21,1.4854752972273344,10
pallets__jinja.ada0a9a6.func_pm_remove_assign__11jd2hga,success,claude-3-7-sonnet-20250219,81,40,1.7609640474436812,10
getmoto__moto.694ce1f4.func_pm_remove_assign__7vvgv9as,success,claude-3-7-sonnet-20250219,97,48,2.1219280948873624,10
msiemens__tinydb.10644a0e.func_pm_ctrl_shuffle__gdcca93w,success,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
pyupio__safety.7654596b.func_pm_class_rm_funcs__jbgwqliu,success,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.func_pm_ctrl_invert_if__dx8qulg4,locked,claude-3-7-sonnet-20250219,37,18,2.1219280948873624,10
tobymao__sqlglot.036601ba.func_pm_ctrl_invert_if__qg5r07h9,success,claude-3-7-sonnet-20250219,59,29,1.9219280948873623,10
tobymao__sqlglot.036601ba.func_pm_remove_loop__jfomaopa,wandering,claude-3-7-sonnet-20250219,153,76,1.3609640474436813,10
pyupio__safety.7654596b.func_pm_op_change__sbboq0zx,success,claude-3-7-sonnet-20250219,45,22,1.8464393446710154,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__pcrd17uq,success,claude-3-7-sonnet-20250219,65,32,1.5709505944546687,10
pydantic__pydantic.acb0f10f.func_pm_ctrl_invert_if__d8nkwntq,success,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
mozillazg__python-pinyin.e42dede5.func_pm_ctrl_shuffle__rqozyybc,success,claude-3-7-sonnet-20250219,39,19,1.9609640474436814,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__mmx1mulh,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_ctrl_invert_if__hzu8los8,wandering,claude-3-7-sonnet-20250219,83,41,1.7609640474436812,10
facebookresearch__fvcore.a491d5b9.func_pm_ctrl_shuffle__bxcrms1f,wandering,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__st14y6ar,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_remove_assign__rd8u0vxo,success,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
pallets__click.fde47b4b.func_pm_remove_cond__0k08js1i,success,claude-3-7-sonnet-20250219,67,33,2.1219280948873624,10
iterative__dvc.1d6ea681.func_pm_class_rm_funcs__ardsstz2,wandering,claude-3-7-sonnet-20250219,97,48,1.9609640474436814,10
pydicom__pydicom.7d361b3d.func_pm_remove_assign__p3jvgaun,success,claude-3-7-sonnet-20250219,153,76,1.6854752972273346,10
pallets__jinja.ada0a9a6.func_pm_class_shuffle_funcs__sxsrsgw9,success,claude-3-7-sonnet-20250219,109,54,1.9709505944546686,10
dask__dask.5f61e423.func_pm_op_change_const__2qpk28yi,wandering,claude-3-7-sonnet-20250219,153,76,1.295461844238322,10
getnikola__nikola.0f4c230e.func_pm_remove_cond__vshb3su4,wandering,claude-3-7-sonnet-20250219,153,76,1.5709505944546687,10
pallets__click.fde47b4b.pr_2555,success,claude-3-5-sonnet-20241022,17,8,2.1556390622295662,8
pudo__dataset.5c2dc8d3.pr_423,success,claude-3-5-sonnet-20241022,21,10,1.9609640474436814,10
pandas-dev__pandas.95280573.pr_57173,wandering,claude-3-5-sonnet-20241022,25,12,1.7709505944546688,10
getmoto__moto.694ce1f4.pr_8342,success,claude-3-5-sonnet-20241022,21,10,2.121928094887362,10
pandas-dev__pandas.95280573.pr_57175,success,claude-3-5-sonnet-20241022,33,16,1.5709505944546687,10
pandas-dev__pandas.95280573.pr_56434,success,claude-3-5-sonnet-20241022,29,14,1.295461844238322,10
conan-io__conan.86f29e13.pr_10984,success,claude-3-5-sonnet-20241022,57,28,1.3609640474436813,10
conan-io__conan.86f29e13.pr_14378,wandering,claude-3-5-sonnet-20241022,31,15,1.8464393446710154,10
getmoto__moto.694ce1f4.pr_6509,success,claude-3-5-sonnet-20241022,61,30,1.8464393446710154,10
getmoto__moto.694ce1f4.pr_7490,success,claude-3-5-sonnet-20241022,37,18,1.7219280948873623,10
iterative__dvc.1d6ea681.pr_10208,success,claude-3-5-sonnet-20241022,69,34,1.8954618442383218,10
pandas-dev__pandas.95280573.pr_54996,wandering,claude-3-5-sonnet-20241022,37,17,0.4689955935892812,10
pylint-dev__astroid.b114f6b5.pr_2410,success,claude-3-5-sonnet-20241022,31,15,1.8464393446710154,10
cookiecutter__cookiecutter.b4451231.pr_1779,wandering,claude-3-5-sonnet-20241022,61,30,1.3609640474436813,10
adrienverge__yamllint.8513d9b9.pr_582,success,claude-3-5-sonnet-20241022,29,14,1.3609640474436813,10
cookiecutter__cookiecutter.b4451231.pr_1669,success,claude-3-5-sonnet-20241022,55,27,1.295461844238322,10
iterative__dvc.1d6ea681.pr_9028,success,claude-3-5-sonnet-20241022,47,23,1.5709505944546687,10
iterative__dvc.1d6ea681.pr_9089,wandering,claude-3-5-sonnet-20241022,83,41,1.7219280948873623,10
modin-project__modin.8c7799fd.pr_7189,success,claude-3-5-sonnet-20241022,25,12,2.1709505944546685,10
mido__mido.a0158ff9.pr_455,success,claude-3-5-sonnet-20241022,21,10,1.9609640474436814,10
pydantic__pydantic.acb0f10f.pr_10479,success,claude-3-5-sonnet-20241022,23,11,2.046439344671015,10
getmoto__moto.694ce1f4.pr_6913,success,claude-3-5-sonnet-20241022,25,12,1.8464393446710154,10
pydantic__pydantic.acb0f10f.pr_6514,success,claude-3-5-sonnet-20241022,51,25,1.8464393446710154,10
pydantic__pydantic.acb0f10f.pr_3646,success,claude-3-5-sonnet-20241022,19,9,1.8799649487271108,9
getmoto__moto.694ce1f4.pr_6204,success,claude-3-5-sonnet-20241022,51,25,1.3609640474436813,10
pandas-dev__pandas.95280573.pr_54015,success,claude-3-5-sonnet-20241022,33,16,1.5709505944546687,10
getmoto__moto.694ce1f4.pr_7177,success,claude-3-5-sonnet-20241022,25,12,2.0464393446710156,10
pydicom__pydicom.7d361b3d.pr_2163,success,claude-3-5-sonnet-20241022,25,12,2.1709505944546685,10
agronholm__typeguard.b6a7e438.pr_350,success,claude-3-5-sonnet-20241022,41,20,1.5709505944546687,10
mozillazg__python-pinyin.e42dede5.pr_318,success,claude-3-5-sonnet-20241022,23,11,2.2464393446710154,10
mozilla__bleach.73871d76.pr_722,success,claude-3-5-sonnet-20241022,21,10,2.1709505944546685,10
cookiecutter__cookiecutter.b4451231.pr_2010,locked,claude-3-5-sonnet-20241022,37,18,1.3609640474436813,10
iterative__dvc.1d6ea681.pr_8177,success,claude-3-5-sonnet-20241022,43,21,1.8954618442383218,10
iterative__dvc.1d6ea681.pr_10216,locked,claude-3-5-sonnet-20241022,43,21,2.1219280948873624,10
pandas-dev__pandas.95280573.pr_48426,success,claude-3-5-sonnet-20241022,23,11,1.9609640474436814,10
pandas-dev__pandas.95280573.pr_48693,locked,claude-3-5-sonnet-20241022,27,12,1.360964047443681,10
pydicom__pydicom.7d361b3d.pr_1995,success,claude-3-5-sonnet-20241022,29,14,1.3609640474436813,10
pandas-dev__pandas.95280573.pr_59398,success,claude-3-5-sonnet-20241022,51,25,0.4689955935892812,10
getmoto__moto.694ce1f4.pr_7023,success,claude-3-5-sonnet-20241022,51,25,1.8464393446710154,10
pandas-dev__pandas.95280573.pr_59967,success,claude-3-5-sonnet-20241022,19,9,1.8799649487271108,9
mozilla__bleach.73871d76.pr_720,success,claude-3-5-sonnet-20241022,21,10,1.9609640474436814,10
getmoto__moto.694ce1f4.pr_8539,locked,claude-3-5-sonnet-20241022,71,35,1.8464393446710154,10
getmoto__moto.694ce1f4.pr_6401,success,claude-3-5-sonnet-20241022,31,15,1.295461844238322,10
getmoto__moto.694ce1f4.pr_7168,wandering,claude-3-5-sonnet-20241022,35,17,1.6854752972273344,10
marshmallow-code__apispec.8b421526.pr_950,success,claude-3-5-sonnet-20241022,21,10,1.9609640474436814,10
benoitc__gunicorn.bacbf8aa.pr_3003,success,claude-3-5-sonnet-20241022,21,10,2.0464393446710156,10
dask__dask.5f61e423.pr_11725,wandering,claude-3-5-sonnet-20241022,27,13,2.0464393446710156,10
pallets__markupsafe.620c06c9.pr_418,success,claude-3-5-sonnet-20241022,41,20,1.6854752972273344,10
pandas-dev__pandas.95280573.pr_55270,locked,claude-3-5-sonnet-20241022,89,44,2.1709505944546685,10
getmoto__moto.694ce1f4.pr_6687,success,claude-3-5-sonnet-20241022,59,29,1.3609640474436813,10
pydantic__pydantic.acb0f10f.pr_7932,success,claude-3-5-sonnet-20241022,41,20,1.5709505944546687,10
andialbrecht__sqlparse.e57923b3.pr_746,success,claude-3-5-sonnet-20241022,19,9,2.197159723424149,9
getmoto__moto.694ce1f4.pr_8120,success,claude-3-5-sonnet-20241022,19,9,2.197159723424149,9
pandas-dev__pandas.95280573.pr_55807,success,claude-3-5-sonnet-20241022,17,8,2.1556390622295662,8
pdfminer__pdfminer.six.1a8bd2f7.pr_906,success,claude-3-5-sonnet-20241022,29,14,1.9609640474436814,10
getmoto__moto.694ce1f4.pr_6508,wandering,claude-3-5-sonnet-20241022,169,84,0.9219280948873623,10
pydantic__pydantic.acb0f10f.pr_4455,success,claude-3-5-sonnet-20241022,23,11,1.9609640474436814,10
sqlfluff__sqlfluff.50a1c4b6.pr_5676,success,claude-3-5-sonnet-20241022,27,13,1.9609640474436814,10
getmoto__moto.694ce1f4.pr_7567,success,claude-3-5-sonnet-20241022,41,20,1.3609640474436813,10
iterative__dvc.1d6ea681.pr_10641,success,claude-3-5-sonnet-20241022,51,25,1.3609640474436813,10
pandas-dev__pandas.95280573.pr_53078,success,claude-3-5-sonnet-20241022,17,8,2.1556390622295662,8
pandas-dev__pandas.95280573.pr_54567,success,claude-3-5-sonnet-20241022,39,19,2.0464393446710156,10
tornadoweb__tornado.d5ac65c1.pr_3315,success,claude-3-5-sonnet-20241022,17,8,2.25,8
mido__mido.a0158ff9.pr_474,success,claude-3-5-sonnet-20241022,23,11,2.121928094887362,10
pydantic__pydantic.acb0f10f.pr_6809,success,claude-3-5-sonnet-20241022,23,11,1.9609640474436814,10
marshmallow-code__apispec.8b421526.pr_851,success,claude-3-5-sonnet-20241022,15,7,2.1280852788913944,7
conan-io__conan.86f29e13.pr_16451,success,claude-3-5-sonnet-20241022,31,14,1.5709505944546687,10
adrienverge__yamllint.8513d9b9.pr_572,success,claude-3-5-sonnet-20241022,23,11,2.1709505944546685,10
pygments__pygments.27649ebb.pr_2758,wandering,claude-3-5-sonnet-20241022,51,25,1.3609640474436813,10
dask__dask.5f61e423.pr_8897,success,claude-3-5-sonnet-20241022,21,10,2.046439344671015,10
mido__mido.a0158ff9.pr_454,success,claude-3-5-sonnet-20241022,29,14,2.121928094887362,10
prettytable__prettytable.ca90b055.pr_312,success,claude-3-5-sonnet-20241022,29,14,2.046439344671015,10
sqlfluff__sqlfluff.50a1c4b6.pr_6228,success,claude-3-5-sonnet-20241022,27,13,2.121928094887362,10
encode__starlette.db5063c2.pr_2017,success,claude-3-5-sonnet-20241022,25,12,2.046439344671015,10
pylint-dev__astroid.b114f6b5.pr_1962,success,claude-3-5-sonnet-20241022,29,14,2.121928094887362,10
pydantic__pydantic.acb0f10f.pr_7046,locked,claude-3-5-sonnet-20241022,31,15,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.pr_394,success,claude-3-5-sonnet-20241022,49,24,1.7219280948873623,10
pylint-dev__astroid.b114f6b5.pr_1978,locked,claude-3-5-sonnet-20241022,71,35,1.8464393446710154,10
adrienverge__yamllint.8513d9b9.pr_618,wandering,claude-3-5-sonnet-20241022,27,13,1.295461844238322,10
getmoto__moto.694ce1f4.pr_7926,success,claude-3-5-sonnet-20241022,155,76,1.0,10
facebookresearch__hydra.0f03eb60.pr_2124,locked,claude-3-5-sonnet-20241022,175,87,1.3609640474436813,10
pydantic__pydantic.acb0f10f.pr_8511,wandering,claude-3-5-sonnet-20241022,181,90,1.3567796494470397,10
pydantic__pydantic.acb0f10f.pr_7346,success,claude-3-5-sonnet-20241022,159,79,1.8464393446710154,10
facelessuser__soupsieve.a8080d97.func_pm_remove_cond__0nmyui1x,wandering,claude-3-7-sonnet-20250219,51,25,2.1219280948873624,10
django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__viqnyl9u,success,claude-3-7-sonnet-20250219,49,24,1.5219280948873621,10
marshmallow-code__marshmallow.9716fc62.func_pm_class_rm_funcs__e35a2bbx,success,claude-3-7-sonnet-20250219,49,24,2.1219280948873624,10
luozhouyang__python-string-similarity.115acaac.func_pm_remove_cond__gch4emzr,success,claude-3-7-sonnet-20250219,49,24,1.5709505944546687,10
mozillazg__python-pinyin.e42dede5.func_pm_remove_assign__vn346ybe,success,claude-3-7-sonnet-20250219,65,32,1.5709505944546687,10
tkrajina__gpxpy.09fc46b3.func_pm_ctrl_shuffle__grix6fbc,success,claude-3-7-sonnet-20250219,37,18,2.1219280948873624,10
pydata__patsy.a5d16484.func_pm_ctrl_invert_if__kmfroe83,wandering,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
Project-MONAI__MONAI.a09c1f08.func_pm_remove_assign__z47lyy02,wandering,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
marshmallow-code__apispec.8b421526.func_pm_remove_assign__kdkrbg6a,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
sloria__environs.73c372df.func_pm_remove_assign__l35izs7k,success,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__bompadwm,wandering,claude-3-7-sonnet-20250219,29,13,1.1567796494470395,10
amueller__word_cloud.ec24191c.func_pm_ctrl_shuffle__3gl981ew,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
google__textfsm.c31b6007.func_pm_ctrl_shuffle__hjtsbxdc,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
Suor__funcy.207a7810.func_pm_remove_assign__n7ae59f0,success,claude-3-7-sonnet-20250219,49,24,1.5709505944546687,10
scrapy__scrapy.35212ec5.func_pm_remove_cond__jwp4lc0o,wandering,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.func_pm_remove_cond__5xn3knbz,wandering,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
jd__tenacity.0d40e76f.func_pm_ctrl_shuffle__3ljvivv1,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
mozillazg__python-pinyin.e42dede5.func_pm_remove_assign__dkvumnr1,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
weaveworks__grafanalib.5c3b17ed.func_pm_remove_loop__nopdbhmj,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_ctrl_invert_if__ik1ndo54,success,claude-3-7-sonnet-20250219,77,38,1.5219280948873621,10
dask__dask.5f61e423.func_pm_remove_cond__qmm9c0fa,wandering,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
jd__tenacity.0d40e76f.func_pm_ctrl_shuffle__ct54v4gk,success,claude-3-7-sonnet-20250219,55,27,1.8464393446710154,10
encode__starlette.db5063c2.func_pm_class_rm_base__jwyals4x,success,claude-3-7-sonnet-20250219,51,25,2.1219280948873624,10
scrapy__scrapy.35212ec5.func_pm_ctrl_shuffle__emx74xng,locked,claude-3-7-sonnet-20250219,19,9,2.058813890331201,9
pallets__jinja.ada0a9a6.func_pm_remove_cond__0r1sepln,success,claude-3-7-sonnet-20250219,57,28,1.3709505944546687,10
paramiko__paramiko.23f92003.func_pm_ctrl_invert_if__qvlmt37m,success,claude-3-7-sonnet-20250219,145,72,2.1219280948873624,10
agronholm__exceptiongroup.0b4f4937.func_pm_remove_loop__5rijazp0,wandering,claude-3-7-sonnet-20250219,125,62,1.7219280948873623,10
bottlepy__bottle.a8dfef30.func_pm_ctrl_invert_if__rsfvwrzq,success,claude-3-7-sonnet-20250219,241,120,0.7219280948873623,10
iterative__dvc.1d6ea681.func_pm_ctrl_invert_if__uiypznal,wandering,claude-3-7-sonnet-20250219,93,46,1.8464393446710154,10
